day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,winddirection,windspeed
411,1014.8,24.6,21.7,17.4,18.1,81,82,1,20,15.3
412,1024.3,17.5,13.2,11.4,6.6,64,88,1,20,33.5
413,1025.4,15.1,12.8,10.9,6,63,89,0,20,23.5
414,1024.1,14.4,12.9,11.6,8.9,77,91,1,20,19.2
415,1021.9,15,13.7,11.7,11.8,89,95,1,40,18.6
416,1020.3,16.3,15.3,14.6,13.3,88,94,1,40,22.2
417,1023.2,20.1,16,12.5,9.6,67,55,1,20,23.9
418,1022.2,15.9,15,14.7,11,77,82,1,70,44.7
419,1020.6,17.6,16.1,14.6,14.7,91,88,1,50,24.4
420,1022.3,16.7,15.5,13.7,14.3,92,88,1,20,19.3
421,1027.5,15.5,13.7,12.3,10,78,88,1,20,28
422,1028.9,16.8,14.8,13.5,10.5,76,87,0,20,20.4
423,1027.4,17.6,15.2,14,11.6,79,88,1,30,15.2
424,1024.7,17.5,15.5,13.8,11.7,79,79,1,20,9.1
425,1023.8,20.9,16.6,13.3,11.5,72,49,0,20,9.2
426,1024.4,24.8,18.5,14.4,10.1,61,19,0,40,16.9
427,1024.7,19.7,16.5,14.6,11.5,73,43,0,70,34.2
428,1023.8,20.6,16.6,14.4,11.4,72,32,0,60,27.1
429,1020.9,23.8,18.7,15.4,14,75,46,0,40,14.7
430,1018.1,23.2,20.2,18.1,16.9,82,71,0,40,15.4
431,1016.7,23.1,20.8,19.2,16.9,79,83,1,30,13.3
432,1015.8,25.9,21.8,19.2,18,79,72,0,220,6.6
433,1014.9,21.3,19.7,18.9,18.2,91,76,1,40,13.8
434,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
435,1012.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
436,1019.5,17.2,13.4,10,12.2,93,93,1,20,39.7
437,1022.6,14.3,11.9,10,8,77,93,1,20,25
438,1017.7,14.5,13.6,12.7,11.4,87,100,1,50,36
439,1014.5,17,15.8,14.4,15.1,96,99,1,50,22.8
440,1018,16.5,15.3,14.2,12.4,83,89,1,20,26.7
441,1017.1,15.5,14.8,14,11.1,79,94,1,70,38
442,1015,16.3,15.3,14.1,13.6,90,100,1,60,33.2
443,1014.3,17.4,16.5,15.6,16,97,97,1,50,26.5
444,1012,21.9,19.5,17.2,19,97,92,1,30,13.1
445,1013,24.9,22.4,20.3,21.4,94,85,1,40,12.5
446,1014.7,23.1,19,17.6,17.4,91,96,1,50,28
447,1014.8,18.2,17.1,16.4,16.3,95,95,1,60,38.3
448,1013.4,17.3,16.6,15.9,16,96,100,1,50,33.5
449,1012.8,20.6,18.4,17.1,18,97,95,1,40,22
450,1020.2,17.7,15.3,12.7,14.9,98,99,1,70,42
451,1023.9,15.7,13.7,11.6,9.2,75,88,1,20,19.4
452,1023.6,20.2,15.8,12.6,9.8,68,22,0,70,13.4
453,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
454,1024.1,19.9,16.9,15.2,10,65,58,0,60,26.9
455,1021.4,19.4,17.7,15.7,9.6,59,74,1,50,20.5
456,1018.3,22.2,20,18.4,16.3,79,89,1,40,14.8
457,1015.3,25.5,21.5,19.1,18.9,86,83,0,50,4.5
458,1014.5,25.3,21.9,19.9,19.5,86,83,0,50,8.3
459,1015.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
460,1014.6,26.5,23,21,20.7,87,88,0,50,9.2
461,1012.5,28.1,23.6,20.7,21.4,88,84,1,120,8
462,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
463,1013.3,26.5,23.1,21.5,21.6,91,83,0,70,20
464,1013.2,26.9,23.9,22.4,22.3,91,84,0,40,10
465,1013.3,27.9,25.3,23.2,22.9,87,84,1,40,9.1
466,1011.6,27.5,25.7,24.4,23.2,86,88,1,200,17.3
467,1009.2,26.3,23.3,21.3,21.9,92,93,1,190,20.5
468,1010.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
469,1009.1,21.3,20.3,19.9,19.3,94,88,1,70,29.8
470,1005.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
471,1008.5,25.2,23.1,21.6,22.8,98,88,1,30,11.2
472,1011.4,23.5,21.1,20.6,20.6,97,88,1,30,20
473,1010.5,28.1,24.7,20.6,22.7,89,81,1,210,15.3
474,1010.9,27.5,25.9,24.1,24.2,90,86,1,190,16
475,1014.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
476,1017.4,21.8,20.5,20.1,18.1,86,88,1,70,35.3
477,1014.6,22.9,21.6,20.2,19.5,88,89,1,40,20.9
478,1012.5,28.4,24.6,22,22.3,87,80,1,30,7.3
479,1010.7,26.1,23.7,21,22,90,81,1,300,11.1
480,1008.2,27.7,24.9,22.6,22.8,88,81,1,240,13
481,1008.7,26.1,24.4,23.2,23.2,93,84,1,190,8.5
482,1009.8,28.4,26,23.9,24.3,90,83,1,180,13
483,1009.5,28.5,27.2,26,24.5,86,87,1,200,24.2
484,1008.2,29.1,26.8,25.4,24,85,83,1,230,20.2
485,1010.4,28.2,26,24.7,23,84,78,1,50,12.5
486,1013.9,26.3,24.1,22.9,19.6,76,68,1,90,30.5
487,1012.2,23.4,22.5,20.8,18.7,80,89,1,60,27
488,1011.5,23.4,22.2,20.4,20.9,92,90,1,50,23.7
489,1011,29.8,25.6,22.8,23.6,89,82,1,50,11.1
490,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
491,1011.4,28.2,25.8,23.2,23.4,87,82,1,40,9.2
492,1010.5,30.9,28.1,26.2,25.1,84,85,0,180,15.4
493,1009.9,30.5,28.4,27.2,25.3,83,84,0,190,15.5
494,1010.6,31,28.7,27.1,25.1,81,69,0,170,12.1
495,1011.4,31.2,28.7,27.3,25.2,82,80,0,150,9.5
496,1010.1,30.6,28.7,26.9,25,81,69,0,170,16.3
497,1008.1,28.4,26.6,23.7,24.3,87,84,1,220,12
498,1008.6,28.8,25.5,23.4,20.6,75,62,0,80,26
499,1009.8,27.6,25.1,23.7,21.4,80,78,1,70,28.6
500,1012.4,27.8,25.5,24.4,22.2,82,88,1,50,24.9
501,1014.2,27.7,25.4,24,23.4,89,86,1,70,28.3
502,1012.1,29.8,26.6,24.4,23.7,85,75,1,50,15.7
503,1011.2,27.1,24.8,22.5,19.4,73,69,1,10,21.9
504,1012.3,24.6,23.7,23.2,20.1,80,86,1,80,39.5
505,1012,26.3,24.5,23.4,19.9,76,79,0,70,30.3
506,1009.9,28.1,25.5,24,22.5,84,85,1,70,26.4
507,1006.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
508,1005.9,28.3,26.5,24.7,24.3,88,77,1,230,25.9
509,1007.8,30.8,27.2,25.3,22.7,77,63,0,20,11.3
510,1008.4,28.9,26.8,24.8,23.2,81,65,1,20,7.9
511,1007.9,30.7,27.5,25.4,24.1,82,61,1,180,7.4
512,1007.8,30.9,28,26.2,24.7,82,62,1,100,16.2
513,1007.6,29.5,27.6,26.7,24.8,85,84,1,70,34.8
514,1006.4,29.1,27.5,26,25.5,89,88,1,130,32.5
515,1007.6,30.3,27.7,24.5,25.6,89,89,1,200,24
516,1007.9,31,29.1,27.2,26.1,84,77,1,210,19
517,1008.8,32.1,29.8,28,26,80,73,1,220,22.8
518,1009.5,31.8,29.9,28.7,25.7,79,72,0,220,25.2
519,1007.8,32.8,30.1,28.6,26.2,80,73,0,230,31.7
520,1006,33,30.3,28.7,26.3,79,58,0,230,27.4
521,1006.5,32.4,30.3,29,26.5,80,77,1,220,28.8
522,1007.9,33.8,28.7,24.7,25.4,83,75,1,220,20.8
523,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
524,1008.8,29.1,26.2,24.8,24.7,91,80,1,20,11.2
525,1008.1,30.7,28.1,26.3,25.4,86,75,1,20,9.5
526,1006.3,30,27.1,24.1,25.1,89,85,1,190,12.6
527,1005.7,31.7,28.2,26.6,25.7,86,79,1,195,11.6
528,1005.7,31.1,27.9,26.6,25.8,89,80,1,220,14.6
529,1005.9,27.8,26.6,25.4,25.4,93,85,1,230,20
530,1005.7,29.2,27.1,25.4,25.8,93,96,1,220,29.8
531,1005,31.5,29.7,28.5,26.7,84,90,1,220,24.3
532,1004.2,31.7,30.2,29.2,26.6,81,88,1,220,30
533,1005.3,32,30.3,29.3,26.3,79,86,1,210,29.3
534,1006.7,31.4,29.4,28.2,25.9,82,88,1,230,23.2
535,1008.2,32.1,29.4,26.7,25.9,82,85,1,220,12.8
536,1010.5,30.8,29.3,27.7,26,83,81,1,200,19.8
537,1010.3,34.2,30.1,27.8,26.1,80,41,0,130,12.4
538,1008.5,34.4,30.8,28.6,26.3,78,59,1,170,12.1
539,1009.3,33.7,30.6,28.7,25.6,75,51,0,200,12.6
540,1009.5,33.7,30.5,28.5,25.3,75,32,0,220,10.9
541,1008.4,34.1,30.4,28.4,24.7,72,20,0,210,9.6
542,1008.1,35.2,31,28.8,25,72,38,0,180,9
543,1008.9,35.5,31.4,28.9,26.1,74,39,0,150,9.1
544,1009.1,35.1,31.3,29.4,26.3,75,57,1,160,11.9
545,1007.5,35.1,31.1,28.6,26.7,78,61,1,60,15.7
546,1007.5,32.3,29.1,26.3,26.3,85,83,1,220,26.1
547,1010,33.3,29,27.5,26.7,87,79,1,160,23.4
548,1010.3,33.1,30,27.8,26,80,83,1,190,24.4
549,1008.9,33,30.1,27.7,26,79,78,1,190,21.9
550,1009.1,32,29.4,26.9,26,82,86,1,200,21.9
551,1008.7,31.5,29.4,27.3,25.8,82,84,1,190,25.1
552,1006.6,33,30.1,28,25.9,78,83,1,180,33
553,1007.5,32.6,29,25.8,26.5,87,88,1,130,22.5
554,1008.4,28.8,27.3,24.7,26,93,88,1,130,24.8
555,1005.9,34,30.2,27.9,25.6,77,53,1,270,11.3
556,1001,34.2,31,28.1,25.9,75,46,0,280,23.5
557,999,35.6,31.5,26.4,26.4,75,57,1,280,25
558,1000.3,31.3,28.6,26.2,25,81,88,1,240,18.8
559,1002.2,31.1,28.9,26.1,26.1,85,89,1,240,19.8
560,1003.8,29,28.1,27,25.1,84,88,1,230,16.3
561,1005,31.7,28.6,25.6,26.1,87,82,1,160,12.6
562,1006.8,30.3,28.9,26.4,26.2,86,83,1,230,14.3
563,1007,33,30.2,28.6,26.4,81,78,1,230,22.4
564,1008.1,33.2,30.6,29,26.4,79,69,1,240,25.1
565,1008.5,33.2,30.6,29,26.2,78,69,0,230,23.7
566,1007.5,32.4,30.4,28.7,25.3,74,72,1,230,23.7
567,1007.9,32.3,29.9,26.7,25.8,79,78,1,220,25.1
568,1009.8,31.9,29.2,25.6,25.6,82,70,1,220,22.6
569,1010.9,33.3,30,27.5,25.3,76,49,1,220,12.3
570,1010.3,32.9,30,28.1,25.2,76,29,0,240,14.5
571,1008.9,32.8,30,28,25.4,77,32,0,250,21.6
572,1008.4,34,30.4,28,24.6,72,21,0,240,16
573,1008.6,35,30.8,28.3,25.5,74,28,0,130,8.3
574,1008.3,32,29.4,27,26.4,84,57,1,60,17.5
575,1009.3,33.4,30.2,28,25.3,76,44,1,200,9.5
576,1009.7,32.9,30.1,28.1,24.8,74,29,0,240,12.8
577,1008.5,33.7,30.3,27.6,24.9,74,32,0,260,21.9
578,1006.6,33.5,29.9,28.7,24.7,74,49,1,270,16.1
579,1005.1,33.9,30.1,27,24.9,74,47,1,50,14.1
580,1011.2,32.2,28.9,26.9,24.6,78,69,0,20,11.8
581,1011.6,32.3,28.9,26.8,24.5,78,54,0,100,9.8
582,1010.6,33.3,29.5,27.3,24.5,75,38,0,20,5.5
583,1008.3,33.3,29.4,26.8,24.1,74,29,0,10,4.4
584,1006.1,33.3,29.6,27.6,24.4,74,27,0,220,8.7
585,1005.3,33.1,30.1,27.8,24.2,72,29,0,220,6.1
586,1003.4,33.3,30.7,28.2,24.9,72,40,0,290,10.9
587,998.5,36.3,32.4,30,24,62,55,0,290,17.2
588,998.5,34.7,31,26.9,24.8,71,80,1,220,26.4
589,1004.5,30.6,28.1,25.1,25.2,85,88,1,230,20.2
590,1007.3,32.8,29.2,26.3,25.4,81,77,1,220,13.9
591,1007.9,33.7,30,27.8,25.8,79,78,1,220,11.9
592,1007.9,29.6,28,26.4,25.6,87,84,1,230,22.9
593,1007.4,28.8,26.9,25.6,25.1,90,88,1,210,12.9
594,1008.5,28.6,27,24.9,25,89,88,1,220,14.2
595,1008.5,31.2,29.2,26.9,26.5,86,88,1,230,18
596,1008.2,32.4,29.9,28.3,26.6,83,81,1,230,20.5
597,1008,33.8,30.2,28.4,25.8,78,67,1,220,18.1
598,1007.7,32.8,30.1,28.1,25.7,77,59,0,230,16.6
599,1006.3,31.2,29.1,26.8,26.1,84,67,1,270,6.9
600,1002.2,33.4,30,26.9,25.5,77,70,0,350,13.6
601,1000.1,32,30.2,28.4,24.4,71,48,1,10,12
602,1000,32.9,30.6,28,24.2,69,30,1,220,11.7
603,1002.4,33.2,30.7,28.3,24.3,70,48,0,10,11
604,1005.5,34.4,30.6,27.9,23.2,65,22,0,10,10.7
605,1008.1,31.7,28.9,27.8,25.3,81,78,1,40,16.4
606,1008.1,32.4,29,27,25,79,75,0,200,12
607,1006.5,31.2,28.3,26.9,24.4,79,84,1,210,8.9
608,1006.2,29.6,27.8,26.5,24.8,84,87,1,230,11
609,1006.8,27.9,26.6,25.8,25.2,92,88,1,220,5.9
610,1007.4,29,27.4,25.8,25,87,88,1,40,5.7
611,1007.8,28.9,27.4,25.7,25.4,89,87,1,50,8.6
612,1010.9,27.7,25.8,24.5,24.8,94,88,1,110,16.5
613,1013,29,27.6,25.8,25.8,90,87,1,60,18.2
614,1013.1,32.9,29.1,27,25.7,82,60,0,80,9.8
615,1011.1,31.9,29.3,27.2,24.8,78,38,0,220,11.7
616,1008.1,32.3,29.6,27.8,25.6,79,43,0,240,24.9
617,1007.2,29.6,28.3,26.7,25.9,87,82,1,250,21.3
618,1009.4,30.7,27.9,26.4,23.1,75,60,0,60,29
619,1012,31.2,28.2,26.5,23,74,44,1,70,26.2
620,1012.7,31.3,28.1,26.5,23.2,75,47,0,60,24.5
621,1011.1,31,28.1,26.8,23.7,77,46,1,100,21.4
622,1011.5,30.5,27.9,26.2,23.2,76,66,1,90,22.6
623,1013,31.2,28,25.8,21.4,68,49,0,50,39.9
624,1012.2,31.4,28,25.9,22.1,71,46,0,60,41.3
625,1011.3,31.9,28.6,26.5,23.1,73,60,0,70,39.5
626,1011.9,31,28.1,26.9,24.5,81,86,1,70,32.2
627,1014.6,30.6,28.2,27.1,24.2,79,72,1,70,27.4
628,1015,31.8,28.5,26.8,24,77,47,1,70,14.5
629,1012.2,30.6,28.3,26.8,24.3,79,67,0,180,8.1
630,1009.3,31.1,28.7,27.1,24.5,78,74,1,200,14.5
631,1008.6,28.7,27.4,25.5,23.8,81,88,1,190,11.9
632,1009.9,31,28.1,26.3,25.5,86,67,1,110,14.8
633,1009.1,32,28.9,27.3,25.3,81,40,1,110,10.2
634,1006.7,32,29.3,27.4,24.7,77,23,0,230,17.3
635,1004.9,32.2,29.7,28.1,25.3,78,38,0,230,20.5
636,1006.7,32.2,28.7,26.9,26.3,87,71,1,90,14
637,1008.2,30.2,27.8,26.5,25,85,81,1,90,15.1
638,1006.7,32.8,29,25.8,20.6,61,30,0,10,16.4
639,1005.6,31.3,29.7,27.4,20,56,53,0,230,15.5
640,1011,32.7,29.8,28.2,24.8,75,78,1,140,12.7
641,1013,31.7,28.8,26.4,25.3,81,84,1,30,7.9
642,1012.4,31.6,27.9,26.5,23.1,76,82,1,10,30.6
643,1011.7,29.7,26.8,24.2,23.7,83,88,1,60,52.8
644,1013.2,27.8,26.7,24.9,25.2,92,95,1,120,50.7
645,1015.2,27.8,26.7,25.4,25.4,93,88,1,100,37
646,1014.1,26.8,26,25.3,25.4,97,86,1,100,30.4
647,1012.7,27.6,26.4,25,25,92,85,1,140,12.5
648,1010.5,30,27.8,26.1,23.1,76,54,0,300,13
649,1011.3,29.4,26.8,24.8,20.9,70,45,1,20,20.4
650,1013.7,26.6,24.3,21.1,19.9,77,85,1,20,30.2
651,1018,22.1,20.5,18.5,16.6,78,88,1,20,38.3
652,1019,24.9,23.1,21,16.8,67,88,1,50,28.2
653,1018.7,27.8,25.1,23.3,19.1,70,68,1,70,32.4
654,1017.4,28.2,25,23.1,20.1,75,51,0,70,23.9
655,1015.2,28.7,25.2,23.1,20.7,76,19,0,90,14.1
656,1013.8,29.4,25.8,23.3,20.4,73,20,0,30,9.9
657,1013.4,30.8,26.2,23.6,19.5,69,17,0,70,12.4
658,1012.5,29.1,25.5,23.5,19.3,70,43,0,60,8.9
659,1010.2,28.2,25.3,23.1,16.7,59,79,0,20,17.3
660,1008.3,29.1,26.2,23.8,17.3,58,78,0,10,17.2
661,1010.2,29.2,26.4,24.3,19.3,65,64,1,10,13.2
662,1012,30.6,27,25.3,20.9,70,48,0,120,9.2
663,1013,30.7,27,24.8,21.6,73,50,0,80,9.9
664,1015,29.6,26.8,24.9,22.1,76,61,1,80,19.7
665,1016.8,26.6,25.9,25.4,21.7,77,77,1,80,37.5
666,1016.8,26.2,25.4,24.5,22.3,83,81,1,80,28.9
667,1015.6,30.1,26.5,24.3,22.1,77,48,0,60,10.3
668,1017,29.2,26.7,25.5,23.3,82,46,1,110,15.8
669,1018.2,28.4,26.4,25.5,22.9,81,61,1,90,24.2
670,1017.8,29.6,26.7,25.3,23.1,81,53,0,100,16.5
671,1020.4,27.2,25.6,24.4,21.6,79,66,1,80,40.8
672,1020.9,24.5,22.9,20.5,17.8,73,61,0,20,29.6
673,1019.8,26,22.6,19.7,16,67,72,1,20,22.5
674,1019.5,25.8,23.7,22.3,18.8,74,82,1,70,32.9
675,1018.1,26.6,24.7,23.1,20.4,77,83,1,80,29.8
676,1016.1,28.2,25.8,24.5,22,80,82,1,70,28.3
677,1015.6,26.3,25.5,24.7,22.4,83,81,1,80,30.2
678,1016.3,28.4,26.2,25.2,23.4,85,87,1,80,24.8
679,1016.4,28.7,26.5,25.5,23.6,84,70,1,70,18
680,1015.8,30.3,26.7,24.8,23.3,82,58,1,50,12.8
681,1016.9,25.9,24.9,24,21.4,81,88,1,80,46.3
682,1017.7,25.4,23.8,22.6,20.6,82,85,1,80,43.8
683,1017.3,24.2,23.9,23.6,21.1,84,88,1,80,41.4
684,1015.2,25.3,23.3,21,22.1,92,86,1,80,29.7
685,1014.5,26.9,24.3,22.3,21.2,83,74,1,30,13.8
686,1015.2,24.8,24.2,23.5,22.3,89,84,1,80,35.8
687,1013.7,25.9,24.8,23.6,23.5,93,74,1,80,25.5
688,1013.9,27.2,25.5,24.4,23.8,90,51,0,80,17.2
689,1016,29.1,26.1,24.1,23.2,84,20,0,80,7.9
690,1017,28.5,25.9,24.5,22.9,84,58,1,70,22.1
691,1017.2,25.9,24.8,24.4,21.6,82,73,1,80,30.6
692,1017,26,24.8,23.9,21.1,80,83,0,70,40.4
693,1017.1,27.6,25.4,24,21.3,78,65,1,80,29.2
694,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
695,1016.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
696,1017.7,25.3,22.6,18.2,16.8,70,44,0,20,28.6
697,1020.6,21.2,18.2,15.8,7.8,52,46,0,20,34.3
698,1022.4,20.4,18.4,15.3,9.7,57,44,0,60,39.3
699,1022.5,22.9,20.8,19.2,15,70,49,0,70,34
700,1021.2,24.1,22.1,20.3,17.4,75,40,0,60,16
701,1018.9,25.2,22.4,20.4,17.7,75,56,1,100,15.7
702,1017.6,25.1,22.9,22,19,79,85,0,70,25
703,1017.1,25,23.3,22.2,19.6,80,69,1,70,15.9
704,1019.4,22.3,20.8,19.6,16.5,77,93,1,20,27.9
705,1021.1,21,19.5,18.4,14.9,75,88,1,50,37.9
706,1018.4,20.3,18.4,15.7,15.8,85,91,1,70,41.3
707,1021.3,18.1,16.6,15.4,12.2,76,91,1,10,28.4
708,1023.1,19.3,17.3,15.4,12.1,72,86,0,10,21.8
709,1022.2,19,18,17,14.1,78,90,1,30,28.5
710,1016.8,18.9,17.7,16.9,16.8,95,95,1,60,35.1
711,1015.5,20.9,19.3,17.6,16.8,86,80,1,20,10.2
712,1016.4,23,19.9,17.9,15.5,76,72,0,60,20.7
713,1016.2,20.7,20,19.4,17.1,83,88,0,70,39.5
714,1016.4,21,20.4,19.7,17.8,85,83,1,70,30.3
715,1016.6,21.3,20.4,19.1,17.3,82,84,1,50,20.3
716,1019,20.4,18.4,16,12.6,69,70,1,10,26.8
717,1022.5,17.2,15.2,13.4,4.3,49,11,0,10,48
718,1025.9,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
719,1026.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
720,1025.4,18.2,16.2,13.8,8.7,62,71,0,30,29
721,1022.5,18.6,17.6,17,12.9,75,88,1,40,19
722,1021.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
723,1020.3,20.6,19.9,18.7,17.6,87,88,1,60,27.3
724,1017.8,22.3,21.1,19.8,19.6,91,79,1,40,15
725,1016.8,24.7,22.3,21.1,20.7,91,70,1,40,9.4
726,1020.4,21.4,18.2,16.1,13.5,75,89,1,10,27.6
727,1020.6,19.7,17.9,16.9,13.3,74,87,0,30,21.6
728,1022.7,18.8,17.7,16.9,15,84,90,1,30,18.4
729,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9
730,1025.9,18.9,17.7,16.4,13.3,75,78,1,70,33.4
731,1025.3,19.2,17.3,15.2,13.3,78,86,1,20,20.9
732,1026.4,20.5,17.8,15.5,13,74,66,0,20,23.3
733,1025.9,19.9,18.3,16.8,13.1,72,49,1,80,26.3
734,1022,21.7,18.9,17.2,15.6,81,83,1,50,15.3
735,1019.7,20.3,19.3,18,18.4,95,91,1,40,14.2
736,1018.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
737,1015.9,21.3,20.7,20.2,19.9,95,81,1,40,13.7
738,1018.8,24.3,20.9,19.2,18,84,51,1,20,14.5
739,1021.8,21.4,18.8,17,15,79,56,0,30,21.5
740,1020.8,21,18.4,16.5,14.4,78,28,0,60,14.3
741,1020.6,18.9,18.1,17.1,14.3,78,79,0,70,39.3
742,1017.5,18.5,18,17.2,15.5,85,91,1,70,37.7
743,1016.5,20.4,18.1,16.5,16.4,90,90,1,40,23.3
744,1019.9,18.5,17.3,16.1,13.7,79,86,0,20,23.9
745,1020.8,18.7,16.1,14.2,12.1,77,34,0,30,24.4
746,1019.3,17.5,16.5,15.6,12.9,79,81,1,60,33.2
747,1015.4,16.1,15.1,14.5,14.6,97,97,1,50,37.5
748,1013.5,17.1,16.4,15.5,15.6,95,93,1,60,40
749,1011.5,20.6,17.8,14.8,16.1,90,79,1,20,23.4
750,1017.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
751,1020.1,17.6,16.4,15.3,12.5,78,84,0,60,38
752,1019.6,16.8,15.5,14.8,13.9,90,92,1,70,50.6
753,1017.7,17.1,16.1,15.1,15.3,95,100,1,50,26.2
754,1018.9,16.2,14.1,10.3,12.9,92,100,1,50,35.3
755,1027.1,10.4,8.5,7,3.4,70,95,1,20,55.5
756,1034.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
757,1032.6,10.8,7.4,4.3,3.7,46,25,0,20,28.7
758,1027.1,13.5,10.4,8.1,2.5,59,85,1,20,21.3
759,1022.7,15.3,13,9.8,11.6,92,95,1,20,29.6
760,1018.2,17.4,16.1,14.8,15.7,98,100,1,60,28.8
761,1017.9,17.4,16.6,15.9,15.9,96,91,1,50,25
762,1020,19.9,17.6,16.2,15.5,88,80,0,50,21.2
763,1019.9,16.2,15.7,15.3,13.4,86,93,1,70,43.1
764,1022.2,15.6,12.4,10.7,11.2,93,96,1,20,31.9
765,1024.4,11.2,10.4,9.4,6.8,79,94,1,10,27.3
766,1023.6,14.3,12.5,10.3,8.6,77,88,1,40,21.3
767,1021.8,18.8,15.2,13.3,10.9,76,45,0,40,9.1
768,1021.2,18.6,14.8,12.3,8.4,66,18,0,20,24.4
769,1024.9,17.4,13.6,11.2,0.3,39,13,0,20,44.7
770,1026.1,18.1,13.7,9.9,1.7,36,2,0,20,20.5
771,1023.9,19.6,14.8,11.6,4.3,52,0,0,40,16.7
772,1020.8,21.2,16.7,12.7,7.2,54,29,0,40,17.2
773,1017.5,17.3,16.6,15.3,9.8,64,77,1,40,22
774,1014.9,22.4,18.8,17.2,16.4,86,80,1,40,15.8
775,1013.4,21.6,19.2,17.6,18.5,95,86,1,30,13.9
776,1012.5,25.9,23.1,21.3,21.1,89,76,0,200,10.2
777,1014.8,24.6,21.7,17.4,18.1,81,82,1,20,15.3
778,1024.3,17.5,13.2,11.4,6.6,64,88,1,20,33.5
779,1025.4,15.1,12.8,10.9,6,63,89,0,20,23.5
780,1024.1,14.4,12.9,11.6,8.9,77,91,1,20,19.2
781,1021.9,15,13.7,11.7,11.8,89,95,1,40,18.6
782,1020.3,16.3,15.3,14.6,13.3,88,94,1,40,22.2
783,1023.2,20.1,16,12.5,9.6,67,55,1,20,23.9
784,1022.2,15.9,15,14.7,11,77,82,1,70,44.7
785,1020.6,17.6,16.1,14.6,14.7,91,88,1,50,24.4
786,1022.3,16.7,15.5,13.7,14.3,92,88,1,20,19.3
787,1027.5,15.5,13.7,12.3,10,78,88,1,20,28
788,1028.9,16.8,14.8,13.5,10.5,76,87,0,20,20.4
789,1027.4,17.6,15.2,14,11.6,79,88,1,30,15.2
790,1024.7,17.5,15.5,13.8,11.7,79,79,1,20,9.1
791,1023.8,20.9,16.6,13.3,11.5,72,49,0,20,9.2
792,1024.4,24.8,18.5,14.4,10.1,61,19,0,40,16.9
793,1024.7,19.7,16.5,14.6,11.5,73,43,0,70,34.2
794,1023.8,20.6,16.6,14.4,11.4,72,32,0,60,27.1
795,1020.9,23.8,18.7,15.4,14,75,46,0,40,14.7
796,1018.1,23.2,20.2,18.1,16.9,82,71,0,40,15.4
797,1016.7,23.1,20.8,19.2,16.9,79,83,1,30,13.3
798,1015.8,25.9,21.8,19.2,18,79,72,0,220,6.6
799,1014.9,21.3,19.7,18.9,18.2,91,76,1,40,13.8
800,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
801,1012.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
802,1019.5,17.2,13.4,10,12.2,93,93,1,20,39.7
803,1022.6,14.3,11.9,10,8,77,93,1,20,25
804,1017.7,14.5,13.6,12.7,11.4,87,100,1,50,36
805,1014.5,17,15.8,14.4,15.1,96,99,1,50,22.8
806,1018,16.5,15.3,14.2,12.4,83,89,1,20,26.7
807,1017.1,15.5,14.8,14,11.1,79,94,1,70,38
808,1015,16.3,15.3,14.1,13.6,90,100,1,60,33.2
809,1014.3,17.4,16.5,15.6,16,97,97,1,50,26.5
810,1012,21.9,19.5,17.2,19,97,92,1,30,13.1
811,1013,24.9,22.4,20.3,21.4,94,85,1,40,12.5
812,1014.7,23.1,19,17.6,17.4,91,96,1,50,28
813,1014.8,18.2,17.1,16.4,16.3,95,95,1,60,38.3
814,1013.4,17.3,16.6,15.9,16,96,100,1,50,33.5
815,1012.8,20.6,18.4,17.1,18,97,95,1,40,22
816,1020.2,17.7,15.3,12.7,14.9,98,99,1,70,42
817,1023.9,15.7,13.7,11.6,9.2,75,88,1,20,19.4
818,1023.6,20.2,15.8,12.6,9.8,68,22,0,70,13.4
819,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
820,1024.1,19.9,16.9,15.2,10,65,58,0,60,26.9
821,1021.4,19.4,17.7,15.7,9.6,59,74,1,50,20.5
822,1018.3,22.2,20,18.4,16.3,79,89,1,40,14.8
823,1015.3,25.5,21.5,19.1,18.9,86,83,0,50,4.5
